"","1","2","3","4","5","6","7","8","9"
"2279","BAL",NA,NA,NA,NA,NA,NA,NA,NA
"2280","ATL",NA,NA,NA,NA,NA,NA,NA,NA
"2281","FLO","TOR","NYA","CHA","CHA",NA,NA,NA,NA
"2282","ATL",NA,NA,NA,NA,NA,NA,NA,NA
"2283","LAN","LAN",NA,NA,NA,NA,NA,NA,NA
"2284","HOU",NA,NA,NA,NA,NA,NA,NA,NA
"2285","MIL","MIL","BAL","MIA","DET",NA,NA,NA,NA
"2286","TEX",NA,NA,NA,NA,NA,NA,NA,NA
"2287","SLN","SLN","SLN",NA,NA,NA,NA,NA,NA
"2288","ATL","ATL","ATL","LAN",NA,NA,NA,NA,NA
"2289","KCA","CLE","CLE",NA,NA,NA,NA,NA,NA
"2290","LAA","PIT",NA,NA,NA,NA,NA,NA,NA
"2291","CHN","CHN",NA,NA,NA,NA,NA,NA,NA
"2292","PIT",NA,NA,NA,NA,NA,NA,NA,NA
"2293","CIN","CHN","CHN","CHN","CHN",NA,NA,NA,NA
"2294","TOR",NA,NA,NA,NA,NA,NA,NA,NA
"2295","MIL","MIL","MIL",NA,NA,NA,NA,NA,NA
"2296","BOS","BOS",NA,NA,NA,NA,NA,NA,NA
"2297","PHI","PHI","MIN","PIT","PIT",NA,NA,NA,NA
"2298","BAL",NA,NA,NA,NA,NA,NA,NA,NA
"2299","DET","DET","DET","DET",NA,NA,NA,NA,NA
"2300","NYN","NYN","NYN","NYN","NYN",NA,NA,NA,NA
"2301","SEA","LAN","TBA","LAN",NA,NA,NA,NA,NA
"2302","BAL",NA,NA,NA,NA,NA,NA,NA,NA
"2303","BOS","BOS","BOS",NA,NA,NA,NA,NA,NA
"2304","HOU","HOU","HOU","TBA","CHN","BAL","LAA",NA,NA
"2305","OAK",NA,NA,NA,NA,NA,NA,NA,NA
"2306","TBA","TBA",NA,NA,NA,NA,NA,NA,NA
"2307","MIA","MIA","MIA",NA,NA,NA,NA,NA,NA
"2308","COL","COL",NA,NA,NA,NA,NA,NA,NA
"2309","BOS","BOS","CHA","NYA",NA,NA,NA,NA,NA
"2310","NYN","NYN","SEA","KCA",NA,NA,NA,NA,NA
"2311","ARI","ARI","OAK","NYN","NYA","NYA",NA,NA,NA
"2312","MIN","DET","DET","PHI","TBA","BAL","BAL",NA,NA
"2313","COL","COL","COL","NYN","NYN","ATL","NYN",NA,NA
"2314","ATL","DET",NA,NA,NA,NA,NA,NA,NA
"2315","TEX","TEX","PHI","LAN",NA,NA,NA,NA,NA
"2316","PHI","ARI","PIT","NYA",NA,NA,NA,NA,NA
"2317","CHN","MIA",NA,NA,NA,NA,NA,NA,NA
"2318","HOU","HOU",NA,NA,NA,NA,NA,NA,NA
"2319","OAK","ARI","ARI","ARI","ARI","ARI",NA,NA,NA
"2320","WAS","WAS","WAS","WAS","WAS",NA,NA,NA,NA
"2321","WAS","WAS","WAS","WAS","WAS",NA,NA,NA,NA
"2322","SFN","SFN","SFN","OAK",NA,NA,NA,NA,NA
"2323","TBA","TBA","TBA","TBA","OAK","KCA",NA,NA,NA
"2324","SEA","SEA","SEA",NA,NA,NA,NA,NA,NA
"2325","SEA",NA,NA,NA,NA,NA,NA,NA,NA
